serial_number,terminal_id,deployment_date
0821871790,53347,2021-04-24
0822242972,839453,2024-12-24
0821933217,644768,2023-08-16
0821932946,104991,2021-12-11
0822058998,115895,2022-02-08
1850035492,126102,2022-03-23
1850077556,795324,2024-06-26
1850076196,856905,2025-02-23
0821706255,823848,2024-10-31
0821871311,30284,2021-01-18
0821468636,434797,2022-12-21
0821543733,46052,2021-03-25
0822235709,907528,2025-08-07
0822239917,908720,2025-08-11
0821897459,53382,2021-04-24
0822240121,792231,2024-06-09
0822253149,792482,2024-06-10
0822059667,677088,2023-10-01
0821587026,793392,2024-06-13
1850077332,802173,2024-07-29
0821537765,22023,2020-11-18
0821898415,853875,2025-02-16
0821540067,24486,2020-11-28
V9E0017558,854230,2025-02-17
V9E0015778,857953,2025-02-26
0821871694,59598,2021-05-19
0821873792,813842,2024-09-17
0821897407,825659,2024-11-07
0822060127,100507,2021-11-17
0821892438,114942,2022-02-02
0821928311,156672,2022-06-15
0822235172,765830,2024-02-18
0821934138,623219,2023-07-12
1850077127,92647,2021-10-17
1850080215,780460,2024-04-21
0822065862,770560,2024-03-07
0821536644,901222,2025-07-21
0821587342,17461,2020-11-04
0821893296,786151,2024-05-14
0822242395,648345,2023-08-21
0821930428,801910,2024-07-28
0821589349,790866,2024-06-03
0822313269,294412,2022-09-12
1850076247,855433,2025-02-19
0821895436,404982,2022-11-11
0821708851,863681,2025-03-16
0822211625,77187,2021-08-21
0822243967,144661,2022-06-02
0821871981,55679,2021-05-04
0821748682,102749,2021-11-27
1850082401,100774,2021-11-17
0821587365,164221,2022-06-27
0821872702,42035,2021-03-04
0822238043,71086,2021-07-13
0821895340,52593,2021-04-22
0821543471,24921,2020-11-29
0821873753,121223,2022-03-06
1850036608,127192,2022-03-29
0822254255,87091,2021-09-23
0821898662,47082,2021-03-31
0821873802,51826,2021-04-19
0821935379,68849,2021-06-30
0822059280,66456,2021-06-18
0821897765,58916,2021-05-17
0822061246,84222,2021-09-12
1850075074,105526,2021-12-13
0821930857,148055,2022-06-06
0821897282,787608,2024-05-20
V9E0013512,907177,2025-08-06
0821931951,133593,2022-05-10
0821570374,146405,2022-06-04
0821931167,416905,2022-11-24
1850079582,107422,2021-12-22
0821704914,94467,2021-10-24
0821892436,72782,2021-08-01
1850081574,115781,2022-02-07
0821570257,115983,2022-02-08
0822319295,82730,2021-09-06
0822211077,88785,2021-09-29
0821900985,487811,2023-03-07
0821707472,8099,2020-09-27
0821897860,328469,2022-10-02
0821706523,489355,2023-03-09
0821936437,366058,2022-11-02
0822235064,97041,2021-10-31
0822312952,91648,2021-10-12
0821114880,1079,2020-02-09
0821587936,33520,2021-02-09
0821891187,129035,2022-04-10
0821895520,512798,2023-04-13
0821544973,662966,2023-09-11
0821210100,761232,2024-01-29
0822298330,494894,2023-03-16
0821933499,879665,2025-05-15
1850076560,92471,2021-10-15
1850073827,104048,2021-12-05
0822059590,181665,2022-07-28
0822060191,52778,2021-04-22
0821894460,147004,2022-06-05
0821539819,27477,2020-12-28
0821893092,55217,2021-04-30
0821748438,36283,2021-03-03
0821932006,135945,2022-05-18
0821586935,103472,2021-12-01
0821874019,820080,2024-10-16
1850034770,817088,2024-10-02
0822235460,84469,2021-09-13
0821930256,488620,2023-03-08
1850076248,123076,2022-03-13
0821745661,99420,2021-11-13
0821709214,36020,2021-02-27
0821936135,365034,2022-11-01
0821537106,414252,2022-11-21
0822298771,450174,2023-01-16
0822298169,98886,2021-11-10
0822296432,904392,2025-07-29
0821895422,60376,2021-05-22
0822239530,110393,2022-01-11
0822238470,908928,2025-08-12
0821538031,543767,2023-05-08
0822298283,428181,2022-12-11
1850079485,91026,2021-10-10
0821385977,2230,2020-07-01
1850034395,830840,2024-11-25
1850079584,664296,2023-09-12
0822058090,138076,2022-05-24
1850037610,331893,2022-10-04
0822295976,899857,2025-07-17
0821579849,789371,2024-05-28
0821901050,683277,2023-10-09
0821799242,761234,2024-01-29
0822239060,801073,2024-07-23
1850048185,807363,2024-08-20
1850081809,93811,2021-10-20
0821872561,887223,2025-06-03
0821931194,859961,2025-03-04
0822234895,644976,2023-08-16
0822253480,594816,2023-06-18
0821538031,826396,2024-11-10
0821936092,886158,2025-05-31
1850056631,827078,2024-11-12
0822244277,702716,2023-11-12
0821708144,10072,2020-10-07
1850054658,134197,2022-05-11
0821588053,758531,2024-01-16
1850027818,201355,2022-08-07
0821536863,4499,2020-08-26
0821707997,885007,2025-05-27
0822210096,894252,2025-06-30
0821587936,24642,2020-11-29
0822312289,435464,2022-12-22
0821893861,482438,2023-03-01
0821896785,45595,2021-03-23
0822236953,84805,2021-09-14
0822058400,91408,2021-10-11
0821928377,106332,2021-12-16
0821543273,121419,2022-03-06
0822295857,75186,2021-08-11
0821897241,49947,2021-04-13
0821539819,899141,2025-07-15
1850083099,493855,2023-03-15
0821589850,341185,2022-10-12
0822298283,351740,2022-10-20
0822058998,350612,2022-10-19
0822241756,373666,2022-11-09
0822237074,459234,2023-01-30
0821543743,19467,2020-11-12
0821705392,8152,2020-09-27
1850075073,896552,2025-07-08
0821708195,103696,2021-12-02
V9E0015704,861556,2025-03-09
0821895422,59818,2021-05-20
0821893804,456127,2023-01-24
0821579459,21140,2020-11-17
0822236410,830549,2024-11-24
0821536120,6087,2020-09-12
0821932725,892637,2025-06-25
0821932562,894144,2025-06-29
0822238645,914454,2025-08-30
0821930869,279005,2022-09-06
1850047486,119598,2022-02-26
1180121906,904394,2025-07-29
0821542880,135937,2022-05-18
1850038215,122324,2022-03-09
1850079463,709089,2023-12-06
0822315326,322025,2022-09-27
0821707114,508934,2023-04-09
1850108522,337843,2022-10-10
1850080335,104032,2021-12-05
0822238446,110363,2022-01-11
0821350427,3851,2020-08-18
0821544042,487912,2023-03-07
0821929675,623297,2023-07-12
0821892525,698259,2023-10-30
0821935435,842601,2025-01-06
0821210954,1134,2020-02-17
0821929373,35732,2021-02-24
0821705467,752622,2023-12-20
0821936747,208460,2022-08-10
0821871638,43332,2021-03-14
0821587975,105655,2021-12-13
0821892574,45893,2021-03-24
0821928486,45058,2021-03-21
0821901029,66135,2021-06-14
0821543471,25002,2020-11-30
1850078059,810709,2024-09-03
0821580562,169799,2022-07-08
0822240281,672535,2023-09-24
0821928715,28364,2021-01-05
0822315793,706069,2023-11-25
0821580884,451453,2023-01-18
0822066343,441219,2023-01-02
0822215928,886557,2025-06-01
0821590316,580698,2023-06-07
0821931134,663420,2023-09-11
0821895719,841081,2024-12-30
0821590209,848262,2025-01-27
0821545429,709198,2023-12-06
0821708635,107426,2021-12-22
0821895422,59909,2021-05-20
0822063630,841209,2024-12-31
1850035007,324935,2022-09-29
0821708195,13013,2020-10-21
0821542546,19717,2020-11-12
0821390497,4117,2020-08-22
0821706523,115485,2022-02-06
0821873197,430779,2022-12-15
0822254053,101221,2021-11-20
1850037236,89864,2021-10-04
0821586935,231966,2022-08-19
V9E0014488,876187,2025-05-05
0822058376,852683,2025-02-12
0822319909,877234,2025-05-08
1850035045,127327,2022-03-30
0821543004,107992,2021-12-26
0821929495,61007,2021-05-24
0821545697,26908,2020-12-25
0821936585,890184,2025-06-16
1850034093,855455,2025-02-19
0822235064,357977,2022-10-26
0821931134,153725,2022-06-12
0822208020,787557,2024-05-20
0822298811,167617,2022-07-04
0822297590,84782,2021-09-14
0821536249,903169,2025-07-27
0821586954,909359,2025-08-13
0821929769,308846,2022-09-19
0821928588,489277,2023-03-09
0822312445,84865,2021-09-14
0822298283,88781,2021-09-29
1850081793,97968,2021-11-04
0821896747,331504,2022-10-04
0821537026,405444,2022-11-12
0822295847,113834,2022-01-29
1850079711,95897,2021-10-27
0821709299,125739,2022-03-22
0822315160,96046,2021-10-28
0821537330,8144,2020-09-27
0821708604,17144,2020-11-03
0821570143,3301,2020-08-11
0821579459,21161,2020-11-17
0822298279,773056,2024-03-19
1850076357,96178,2021-10-28
0822064796,117214,2022-02-14
1850031452,264612,2022-08-31
0822236462,878076,2025-05-12
V9E0011311,855313,2025-02-19
1850030773,133381,2022-05-09
0822237039,822662,2024-10-28
1850027818,849753,2025-02-02
0822236643,871834,2025-04-16
0821930072,137411,2022-05-23
0821896800,141000,2022-05-28
0821873168,435471,2022-12-22
1850048577,840901,2024-12-30
0821570261,821035,2024-10-20
0821932237,863492,2025-03-16
0821536616,4592,2020-08-26
0821543471,24855,2020-11-29
0821590297,264885,2022-08-31
0821708003,145194,2022-06-02
1850037789,89765,2021-10-04
0821570352,846278,2025-01-20
1850082481,884458,2025-05-26
0822297789,884041,2025-05-25
0822320197,88403,2021-09-28
0821892570,150469,2022-06-08
0821242426,1163,2020-02-19
0822062177,65058,2021-06-07
0822216095,78505,2021-08-25
0821896407,774846,2024-03-26
0821543471,758193,2024-01-15
0821536979,856098,2025-02-20
0821298489,883313,2025-05-22
0821936135,872750,2025-04-20
0822298716,87574,2021-09-26
0822314484,859974,2025-03-04
0821798092,914464,2025-08-30
0821874056,44129,2021-03-17
1850079711,896471,2025-07-08
1850076480,810085,2024-09-02
0821896181,832753,2024-12-01
1850108215,853171,2025-02-13
0821893101,351521,2022-10-20
1850034492,820204,2024-10-17
0821589208,795087,2024-06-25
0822295934,66275,2021-06-16
0821935718,68630,2021-06-29
0821895545,443338,2023-01-05
0821896286,837830,2024-12-18
0822211823,810364,2024-09-02
0821348670,344955,2022-10-15
0821746705,798212,2024-07-09
0822237447,509448,2023-04-09
0821538175,25758,2020-12-16
1850081574,793154,2024-06-12
0821928400,844035,2025-01-12
0822319833,845890,2025-01-19
0822242972,860701,2025-03-06
0821895340,866873,2025-03-26
0821539111,586396,2023-06-12
0821536405,825621,2024-11-07
0822236908,150522,2022-06-08
0821708501,759143,2024-01-18
1850074329,153041,2022-06-12
0821543471,24806,2020-11-29
0822253328,891649,2025-06-22
0822233300,909971,2025-08-14
1850021704,879225,2025-05-14
0821898446,858341,2025-02-27
1850037244,107382,2021-12-22
0821931741,671868,2023-09-23
0821545813,889083,2025-06-11
0822061201,116592,2022-02-12
0821587225,802986,2024-08-01
0822311574,85050,2021-09-15
1850079123,100130,2021-11-15
0822235902,905281,2025-07-31
0822238293,909414,2025-08-13
0821705765,8478,2020-09-28
0821746077,552738,2023-05-14
0821580562,888981,2025-06-11
0822060505,57210,2021-05-08
1850034595,167942,2022-07-05
0822243742,820090,2024-10-16
1850082315,107001,2021-12-20
0821892430,191376,2022-08-03
0822298132,364970,2022-11-01
0822240952,908751,2025-08-11
0821800842,907470,2025-08-07
0822312468,911573,2025-08-20
0822237197,901262,2025-07-21
0821537330,828887,2024-11-19
0821705755,116964,2022-02-14
0822235064,81420,2021-08-31
0821893151,698328,2023-10-30
0821705166,10130,2020-10-07
0821543471,24797,2020-11-29
0821894341,580081,2023-06-07
0821895340,799182,2024-07-15
0822319833,853911,2025-02-16
0821929373,91370,2021-10-11
0821930798,580441,2023-06-07
0821934087,124677,2022-03-17
0821542916,96725,2021-10-31
0821898304,65601,2021-06-10
0822298091,83291,2021-09-08
0821930709,898296,2025-07-13
0821706071,806009,2024-08-14
0822242105,105719,2021-12-14
1850035726,889940,2025-06-15
0821872832,51958,2021-04-19
0821935135,44253,2021-03-17
0822239689,903548,2025-07-28
0821900907,101535,2021-11-21
0821897635,50561,2021-04-14
0821386141,169356,2022-07-07
0821872436,290206,2022-09-10
0821928092,104086,2021-12-05
1850035482,684458,2023-10-11
0821385931,44203,2021-03-17
0821539897,19913,2020-11-14
1850036500,356294,2022-10-24
0822240689,669763,2023-09-20
0821706715,487911,2023-03-07
0821590209,67404,2021-06-24
1850037249,122426,2022-03-09
1850079271,95621,2021-10-26
0821895422,59854,2021-05-20
0821893940,89410,2021-10-02
0821892932,28675,2021-01-09
0821539168,591617,2023-06-15
0821707472,638620,2023-08-07
0821929485,72288,2021-07-29
0822297737,83083,2021-09-08
0822311244,85522,2021-09-18
1850035684,762851,2024-02-05
1180127537,904142,2025-07-29
1850073827,849959,2025-02-03
0821892844,455167,2023-01-23
0821708112,10908,2020-10-12
0821705646,434750,2022-12-21
0822060127,68855,2021-06-30
1850075924,889934,2025-06-15
0822235638,547609,2023-05-10
0822063999,172491,2022-07-17
1850077100,191876,2022-08-03
0821873168,226716,2022-08-17
1850039040,129304,2022-04-11
1850035522,114958,2022-02-03
0821895422,63407,2021-06-02
0821893940,89983,2021-10-05
0821538318,193505,2022-08-04
0822060069,209027,2022-08-10
0821748826,848521,2025-01-28
0821707474,372688,2022-11-08
1850041724,95004,2021-10-25
0822242891,71383,2021-07-14
0821892521,66342,2021-06-16
0821579852,102466,2021-11-25
1850041714,99628,2021-11-14
0821928480,83378,2021-09-08
0822065922,808879,2024-08-27
1850075829,96375,2021-10-29
0821708087,30801,2021-01-21
1850022348,833190,2024-12-02
0822298587,99067,2021-11-10
0822240817,172859,2022-07-17
0821578332,351710,2022-10-20
1850108435,627513,2023-07-20
0821936745,816807,2024-10-01
0821536863,859646,2025-03-03
1850027561,121909,2022-03-08
0821900759,816388,2024-09-29
0821936298,818678,2024-10-10
0821211323,761229,2024-01-29
0821873789,801180,2024-07-23
1850027449,143721,2022-06-01
0821587773,164774,2022-06-28
0821892296,785127,2024-05-09
0822244327,906457,2025-08-04
0821537383,805401,2024-08-12
0821539192,859429,2025-03-02
0822237938,755296,2024-01-02
0821896594,154811,2022-06-13
1850082740,93194,2021-10-18
0821933583,53364,2021-04-24
0821873610,216335,2022-08-13
0821542854,894922,2025-07-01
0822319918,910860,2025-08-18
0822059012,168899,2022-07-06
0821538171,835281,2024-12-10
0821539192,838709,2024-12-22
0821892318,878657,2025-05-13
1850027561,350857,2022-10-20
0821897234,44296,2021-03-18
0821545697,26919,2020-12-25
0821543471,24918,2020-11-29
0821580562,318613,2022-09-25
0821894341,860518,2025-03-05
0822298149,701146,2023-11-07
0822211597,851631,2025-02-09
0822235599,448693,2023-01-14
0821895284,56266,2021-05-05
0822059003,59848,2021-05-20
0821874266,665474,2023-09-14
0821543733,644966,2023-08-16
0821892932,28666,2021-01-09
0822063114,85069,2021-09-15
0821585875,820237,2024-10-17
0821570140,3359,2020-08-12
0822061746,599770,2023-06-21
0821934087,501338,2023-03-26
1850108530,528728,2023-04-27
0822059486,170459,2022-07-10
1850036942,122931,2022-03-12
1850079584,784555,2024-05-08
0822238604,789679,2024-05-29
0821543002,274583,2022-09-04
0821570352,902215,2025-07-23
0822063114,125068,2022-03-19
0821871790,122950,2022-03-12
0822241605,75895,2021-08-16
1850079903,89792,2021-10-04
0822235662,829287,2024-11-20
0821931936,857220,2025-02-24
0822208362,914753,2025-08-31
0822215330,908995,2025-08-12
0822234314,908753,2025-08-11
0822236089,907473,2025-08-07
0822298247,908994,2025-08-12
0821801239,910852,2025-08-18
0821707403,825433,2024-11-06
0821706520,852676,2025-02-12
0821537153,111780,2022-01-19
0822253149,175935,2022-07-21
0822235792,193519,2022-08-04
0821543149,901194,2025-07-21
0821210949,513,2019-12-04
0821538772,7353,2020-09-23
0821579460,31707,2021-01-27
0822237988,764572,2024-02-12
1850039562,505991,2023-04-03
1850076971,842730,2025-01-06
0821543812,833119,2024-12-02
0822298126,174907,2022-07-20
0822298123,89507,2021-10-03
0821871973,135610,2022-05-17
0821895630,785092,2024-05-09
0821871290,117121,2022-02-14
0822236551,753758,2023-12-25
0821586630,699735,2023-11-01
0821538171,493843,2023-03-15
0822312455,82747,2021-09-06
0821745889,619751,2023-07-06
0821580278,15422,2020-10-28
0821590209,26684,2020-12-24
0822058376,341023,2022-10-12
0821895422,63133,2021-06-01
0822060890,60461,2021-05-22
V9E0015774,862757,2025-03-12
1180121387,883216,2025-05-22
1850041635,95478,2021-10-26
0821934138,44519,2021-03-20
0821590968,876013,2025-05-04
0822312081,80683,2021-08-29
0822253480,366222,2022-11-02
1850079007,155436,2022-06-14
0822243041,847485,2025-01-23
1850039029,130479,2022-04-16
0821871475,901258,2025-07-21
0822244269,189877,2022-08-02
0821932655,30200,2021-01-18
0821895422,433871,2022-12-20
0821896565,58675,2021-05-15
0822065589,58204,2021-05-10
0821538229,76157,2021-08-17
0821586381,163865,2022-06-26
0821580531,34749,2021-02-17
0822313043,434719,2022-12-21
1850031520,208789,2022-08-10
0821896052,754241,2023-12-27
0821586533,815405,2024-09-24
0821580079,434809,2022-12-21
0821706845,11359,2020-10-14
0821580925,34049,2021-02-14
1850075074,861580,2025-03-09
1850080226,867273,2025-03-27
1850077127,136502,2022-05-21
0822240986,73895,2021-08-05
0821870960,899180,2025-07-15
0821580232,79102,2021-08-28
0822242972,88199,2021-09-27
0821579883,24453,2020-11-28
1850048612,103167,2021-11-29
0821931999,45049,2021-03-21
0821872762,78610,2021-08-26
0821707338,29560,2021-01-15
0821746585,91486,2021-10-12
0822298457,753703,2023-12-25
1850080013,767720,2024-02-25
0821579983,16266,2020-10-31
0821586869,825517,2024-11-07
0822244499,850552,2025-02-04
V9E0012779,876379,2025-05-05
0821590316,896760,2025-07-09
1850080962,136098,2022-05-19
0821934687,770201,2024-03-06
0822208133,111171,2022-01-16
0822216095,129255,2022-04-11
1850077095,101606,2021-11-21
0821588305,756444,2024-01-08
0821797692,119167,2022-02-23
0821592989,34394,2021-02-15
0821580925,6830,2020-09-19
0821892436,771167,2024-03-10
0821708144,881981,2025-05-19
1850021561,120824,2022-03-03
0821928480,120904,2022-03-03
0821590603,889809,2025-06-15
0821801239,53138,2021-04-24
1850074566,93095,2021-10-18
0821930597,433191,2022-12-19
0821895520,237225,2022-08-21
0822238334,831535,2024-11-27
0821935766,822476,2024-10-27
0821895545,876207,2025-05-05
0821588535,822439,2024-10-27
1850109096,706578,2023-11-27
1850038703,89909,2021-10-05
1850108215,89485,2021-10-03
0821536174,104404,2021-12-07
0821929702,105576,2021-12-13
0821705765,89568,2021-10-03
1850037610,828938,2024-11-19
1850033042,132731,2022-04-28
0821872300,150896,2022-06-08
0822312290,867336,2025-03-27
0821386381,2874,2020-07-23
0821895422,63597,2021-06-03
0821895422,63626,2021-06-03
0821895422,59125,2021-05-18
0821545739,14299,2020-10-25
0821929899,52367,2021-04-21
0821895436,89466,2021-10-02
0821872762,52612,2021-04-22
0821748384,27103,2020-12-27
0821898239,821837,2024-10-24
V9E0015045,861553,2025-03-09
0821799716,25871,2020-12-19
0821872946,56931,2021-05-06
0821570165,3892,2020-08-18
0821580852,65824,2021-06-11
0821748486,27303,2020-12-28
1850108606,414229,2022-11-21
0822244160,460883,2023-02-02
0822235616,874075,2025-04-25
0822240179,72289,2021-07-29
0822298146,342134,2022-10-13
1850048995,90050,2021-10-05
0822239947,87930,2021-09-27
0822243555,352098,2022-10-20
0821545697,356522,2022-10-24
0821545557,441882,2023-01-03
0821932037,132887,2022-04-30
0821800848,18624,2020-11-09
1850047820,851602,2025-02-09
0821570385,810988,2024-09-04
0822312302,824568,2024-11-04
1850078983,93643,2021-10-19
0821706179,811593,2024-09-08
1850040763,795340,2024-06-26
0821543743,793241,2024-06-12
0822237905,835529,2024-12-11
0821896565,849574,2025-02-01
0821936437,56726,2021-05-06
0822207590,69377,2021-07-04
0822211483,672531,2023-09-24
0822238091,118075,2022-02-18
0821894436,535463,2023-05-02
0822235542,788471,2024-05-23
1850078113,892957,2025-06-25
0822244052,355662,2022-10-23
0821893398,433160,2022-12-19
0822059054,618434,2023-07-04
1850076480,784509,2024-05-08
0822063494,785567,2024-05-12
0822235482,163731,2022-06-26
0822237543,135095,2022-05-16
0822312455,881702,2025-05-18
1850052885,854255,2025-02-17
0822297921,755359,2024-01-02
1850080735,830838,2024-11-25
0822239201,909243,2025-08-12
0821896565,758913,2024-01-17
1850038168,775301,2024-03-28
0821893112,839685,2024-12-25
0821545918,833721,2024-12-04
0821587681,591921,2023-06-15
0822233905,800798,2024-07-22
V9E0014391,871571,2025-04-15
1180121418,872051,2025-04-17
0822315009,79001,2021-08-26
0822311807,890662,2025-06-18
0822244033,857836,2025-02-26
0821538805,859510,2025-03-02
0821892844,174328,2022-07-19
0822240747,892772,2025-06-25
0821797574,47397,2021-04-01
1850028590,843142,2025-01-08
0821900972,869401,2025-04-08
0821897765,885721,2025-05-29
0822064225,909529,2025-08-13
0822234535,905374,2025-07-31
0821588008,790676,2024-06-03
0821894650,812631,2024-09-12
1850053923,827350,2024-11-13
0822215869,865150,2025-03-20
0822298730,887199,2025-06-03
0822297625,79138,2021-08-28
1850041775,125669,2022-03-22
0821898302,60417,2021-05-22
0821931160,155759,2022-06-14
0821896593,168876,2022-07-06
0821898296,56902,2021-05-06
0821895422,58499,2021-05-11
0821707472,831186,2024-11-26
0822244274,100687,2021-11-17
1850038938,120963,2022-03-04
0821933020,161695,2022-06-22
0822295943,445233,2023-01-09
0821931936,349507,2022-10-19
0821210949,820279,2024-10-17
0821871973,787973,2024-05-21
0822216109,820920,2024-10-20
V9E0006750,837530,2024-12-17
0821891363,32234,2021-02-01
1850108805,461028,2023-02-02
0822061983,57956,2021-05-09
0821748332,48496,2021-04-08
1850035492,643759,2023-08-14
0821932705,47435,2021-04-01
0821587681,21317,2020-11-17
0822253186,812331,2024-09-11
0822312081,154154,2022-06-13
0821897778,68011,2021-06-28
0822215762,69874,2021-07-05
0822253514,87684,2021-09-26
0821931699,107906,2021-12-25
1850049309,89910,2021-10-05
0822297722,93799,2021-10-20
0822238293,80676,2021-08-29
1850037382,100995,2021-11-18
0821893940,111910,2022-01-19
0821873024,111299,2022-01-17
1850048324,412901,2022-11-20
0822237197,589865,2023-06-14
0821536211,759501,2024-01-20
0822240908,107658,2021-12-23
1850048978,788152,2024-05-22
1850080638,324859,2022-09-29
0822296168,441947,2023-01-03
0821580079,797872,2024-07-08
0821931764,828428,2024-11-17
0822237071,347359,2022-10-17
0822244129,835999,2024-12-12
0821897533,864843,2025-03-19
1850028869,175979,2022-07-21
1850054448,785109,2024-05-09
0822244176,130614,2022-04-17
V9E0011830,869920,2025-04-09
0821933598,580153,2023-06-07
0821872321,104877,2021-12-09
0821543070,14498,2020-10-25
0822059042,112068,2022-01-20
0821708284,126196,2022-03-24
1180124440,912849,2025-08-25
0822234052,824304,2024-11-03
0821348670,760339,2024-01-24
0821536848,6346,2020-09-14
0821873747,824706,2024-11-04
0821929575,30062,2021-01-17
0822215928,108474,2021-12-29
0821931174,885747,2025-05-29
0821587026,826398,2024-11-10
0821935907,45529,2021-03-23
0822236339,881134,2025-05-17
0821351832,159283,2022-06-19
0821927517,50779,2021-04-15
0821895772,428699,2022-12-12
1850108856,320048,2022-09-26
0822240295,598105,2023-06-20
0821935891,564638,2023-05-25
0821892570,824398,2024-11-03
0822319918,793276,2024-06-12
1850037331,820376,2024-10-17
0822312693,86170,2021-09-20
0821872762,52629,2021-04-22
0821390530,5011,2020-08-30
0822236011,804116,2024-08-06
0822315008,81016,2021-08-30
0821934855,885708,2025-05-29
1850079005,869792,2025-04-09
0821570257,877211,2025-05-08
0821589431,73241,2021-08-02
1850027449,775824,2024-03-31
0821871738,889269,2025-06-12
0821708078,663365,2023-09-11
0821536855,6572,2020-09-15
0821348711,898624,2025-07-14
0822239771,904994,2025-07-30
0821927517,868785,2025-04-06
0821537708,881896,2025-05-19
0822234067,902583,2025-07-24
0821896800,898192,2025-07-13
0821706157,7723,2020-09-25
0821872300,871404,2025-04-15
1850036942,709175,2023-12-06
0821935896,887189,2025-06-03
0822062196,98281,2021-11-07
0821545697,26921,2020-12-25
0822244328,896776,2025-07-09
0821537055,707356,2023-11-29
0822241010,909886,2025-08-14
0821891139,909452,2025-08-13
0821896800,51664,2021-04-18
0821542916,32043,2021-02-01
1850077783,100102,2021-11-15
0822063108,74181,2021-08-08
0821590593,441827,2023-01-03
0821893398,116246,2022-02-09
0821900880,60202,2021-05-20
0822236226,643698,2023-08-14
0822243552,78742,2021-08-26
0821873030,779748,2024-04-17
0821586463,23861,2020-11-24
0821707338,10524,2020-10-11
0821900716,80482,2021-08-29
0821545806,13724,2020-10-23
0821542854,25237,2020-12-07
0821542916,32044,2021-02-01
0821542522,12510,2020-10-19
0822065589,289644,2022-09-10
0821897829,480080,2023-02-26
0821589208,23044,2020-11-21
0821893836,555206,2023-05-16
0821934260,51359,2021-04-17
0821931741,48081,2021-04-06
0822242091,815510,2024-09-25
0822062835,67451,2021-06-24
0822064225,70906,2021-07-12
0821706726,11773,2020-10-15
0821873904,46325,2021-03-27
1850075268,95536,2021-10-26
0822236772,78599,2021-08-26
0821895422,62603,2021-05-30
0821706220,907454,2025-08-07
0821538835,909838,2025-08-14
0821873011,57187,2021-05-08
0822237905,120449,2022-03-02
0821543577,333266,2022-10-05
0821542880,788248,2024-05-22
0821933928,94338,2021-10-23
0822234314,70866,2021-07-11
0821895422,60808,2021-05-23
0822235482,796768,2024-07-03
0821894698,46260,2021-03-27
0821211373,20642,2020-11-16
0821932870,590025,2023-06-14
0822319619,79290,2021-08-28
0821894699,407014,2022-11-14
1850031520,435136,2022-12-22
0821930869,710985,2023-12-13
0822242690,486165,2023-03-05
0821545366,8674,2020-09-29
0822211625,587163,2023-06-12
0822315326,154925,2022-06-14
0821545366,766012,2024-02-18
0821893924,833267,2024-12-03
0821893112,102592,2021-11-25
1850054655,871161,2025-04-14
1850075395,323510,2022-09-28
0822024266,77093,2021-08-21
0821872762,50649,2021-04-15
0821895436,57705,2021-05-09
0821893924,116743,2022-02-13
0822236532,67319,2021-06-23
0821211486,463620,2023-02-06
0822242276,74609,2021-08-09
1850074473,810726,2024-09-03
0821385806,760340,2024-01-24
1850079583,100593,2021-11-17
0821537694,104577,2021-12-08
0822244269,702677,2023-11-12
0822237189,75940,2021-08-16
0822237248,756623,2024-01-08
0822297746,82315,2021-09-05
1850074539,471321,2023-02-16
1850047516,811789,2024-09-09
0821579933,827145,2024-11-12
0821897282,844462,2025-01-14
1850048469,850354,2025-02-04
0822234539,865186,2025-03-20
0821704914,155699,2022-06-14
0822235368,130638,2022-04-17
0822253944,281837,2022-09-07
0821543097,428562,2022-12-12
0822297576,86576,2021-09-21
1850081721,781398,2024-04-24
0821933900,871891,2025-04-16
0821588535,148115,2022-06-06
0822241257,860899,2025-03-06
1180122646,882366,2025-05-20
1180122557,882359,2025-05-20
1850080803,653759,2023-08-29
0822060389,135893,2022-05-18
1850040758,802174,2024-07-29
0821896505,797578,2024-07-07
1850079582,328897,2022-10-02
0822211873,599094,2023-06-20
0822242022,672808,2023-09-24
0821545697,26926,2020-12-25
0821589292,248497,2022-08-25
0821892537,133408,2022-05-09
0821935896,909444,2025-08-13
1850034723,276955,2022-09-05
0822235545,684988,2023-10-11
0821570117,841893,2025-01-02
1850076247,363146,2022-10-31
0821587681,844618,2025-01-14
0821896728,888948,2025-06-11
0822295898,67251,2021-06-23
1850050557,422306,2022-12-01
0822243826,793263,2024-06-12
0822241605,798141,2024-07-09
0822061235,850959,2025-02-06
1850054266,860003,2025-03-04
0822253824,789069,2024-05-27
1850034983,152439,2022-06-11
0822242270,801144,2024-07-23
0821895422,63704,2021-06-03
0821927952,87013,2021-09-23
0822320162,109402,2022-01-05
0822240259,827399,2024-11-13
1850050552,427907,2022-12-11
0822060127,883970,2025-05-25
0821589108,866138,2025-03-24
1850055916,102096,2021-11-23
0822240545,863945,2025-03-17
0821936747,887298,2025-06-03
0822313245,121500,2022-03-07
0822064642,456244,2023-01-24
0821586507,758510,2024-01-16
0821545429,9435,2020-10-04
0821545813,9934,2020-10-06
0822311178,602580,2023-06-22
0821707120,10181,2020-10-08
1850108974,638977,2023-08-07
0821871030,852772,2025-02-12
0821892574,173501,2022-07-18
0821579459,21084,2020-11-17
0822059374,67369,2021-06-23
0821895422,60350,2021-05-22
0821895426,65222,2021-06-08
0821891278,28095,2021-01-04
0821892531,480212,2023-02-26
V9E0017739,871773,2025-04-16
0822295577,68180,2021-06-28
0822295934,409614,2022-11-17
0822063266,75977,2021-08-16
